Table,DMStat,DMRisk,DMBMI,DMAge,F_RIDRETH3,RIDRETH3,F_RIAGENDR,RIAGENDR,Frequency,WgtFreq,StdDev,Percent,StdErr,_SkipLine
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Female,Female,6,116006,53930,25.3829,12.6577,
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Total,,9,148116,66448,32.4087,14.6152,1
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Male,Male,0,,,,,-
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Female,Female,1,16873,16873,3.6918,3.7301,
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Total,,1,16873,16873,3.6918,3.7301,1
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,0,,,,,1
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,Total,,Male,Male,7,174829,119498,38.2536,18.4833,-
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,Total,,Female,Female,12,282197,132378,61.7464,18.4833,
Table 23 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,60-64,Total,,Total,,19,457026,188412,100.0000,_,1
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Mexican American,Mexican American,Male,Male,2,22392,15984,8.9907,7.3919,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Mexican American,Mexican American,Female,Female,4,39795,24624,15.9781,11.6280,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Mexican American,Mexican American,Total,,6,62188,31661,24.9688,16.0470,1
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Male,Male,1,8156,8156,3.2748,3.4685,-
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Female,Female,0,,,,,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Total,,1,8156,8156,3.2748,3.4685,1
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Male,Male,1,25409,25409,10.2018,10.5983,-
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Female,Female,1,123255,123255,49.4879,26.8111,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Total,,2,148664,125847,59.6898,22.6822,1
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Male,Male,1,11947,11947,4.7969,5.0808,-
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Female,Female,0,,,,,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Total,,1,11947,11947,4.7969,5.0808,1
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Male,Male,0,,,,,-
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Female,Female,1,18106,18106,7.2697,7.7547,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Total,,1,18106,18106,7.2697,7.7547,1
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,0,,,,,1
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Total,,Male,Male,5,67905,36128,27.2642,17.3225,-
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Total,,Female,Female,6,181156,126988,72.7358,17.3225,
Table 24 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,At risk,Obese,65-70,Total,,Total,,11,249061,132559,100.0000,_,1
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Mexican American,Mexican American,Male,Male,0,,,,,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Mexican American,Mexican American,Female,Female,2,27842,27842,6.3997,6.4157,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Mexican American,Mexican American,Total,,2,27842,27842,6.3997,6.4157,1
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Male,Male,0,,,,,-
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Female,Female,3,32102,18684,7.3791,4.7769,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Total,,3,32102,18684,7.3791,4.7769,1
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Male,Male,4,103190,64738,23.7193,9.0870,-
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Female,Female,2,109700,77907,25.2157,13.2356,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Total,,6,212889,125785,48.9349,16.3432,1
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,2,30106,21292,6.9203,4.8867,-
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,1,16902,16902,3.8851,3.9910,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Total,,3,47008,27185,10.8053,6.4229,1
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,2,39192,27721,9.0087,6.5458,-
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,1,24876,24876,5.7180,4.8807,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,3,64068,48846,14.7267,10.3381,1
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,1,51136,51136,11.7542,11.1380,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,1,51136,51136,11.7542,11.1380,1
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Total,,Male,Male,8,172488,78431,39.6483,10.1173,-
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Total,,Female,Female,10,262558,103504,60.3517,10.1173,
Table 25 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Obese,Over 70,Total,,Total,,18,435046,158650,100.0000,_,1
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Male,Male,0,,,,,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Female,Female,0,,,,,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Total,,0,,,,,1
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Male,Male,0,,,,,-
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Female,Female,0,,,,,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Total,,0,,,,,1
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Male,Male,0,,,,,-
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Female,Female,2,98268,69614,100.0000,0.0000,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Total,,2,98268,69614,100.0000,0.0000,1
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,0,,,,,-
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,0,,,,,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Total,,0,,,,,1
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,0,,,,,-
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,0,,,,,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,0,,,,,1
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,0,,,,,1
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Total,,Male,Male,0,,,,,-
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Total,,Female,Female,2,98268,69614,100.0000,0.0000,
Table 26 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Total,,Total,,2,98268,69614,100.0000,_,1
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Male,Male,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Female,Female,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Total,,0,,,,,1
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Male,Male,0,,,,,-
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Female,Female,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Total,,0,,,,,1
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Male,Male,0,,,,,-
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Female,Female,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Total,,0,,,,,1
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,0,,,,,-
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Total,,0,,,,,1
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,1,17927,17927,100.0000,0.0000,-
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,1,17927,17927,100.0000,0.0000,1
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,0,,,,,1
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Total,,Male,Male,1,17927,17927,100.0000,0.0000,-
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Total,,Female,Female,0,,,,,
Table 27 of RIDRETH3 * RIAGENDR,Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Total,,Total,,1,17927,17927,100.0000,_,1
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Mexican American,Mexican American,Male,Male,6,200961,84193,10.1121,4.7243,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Mexican American,Mexican American,Female,Female,9,190048,74951,9.5629,4.1275,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Mexican American,Mexican American,Total,,15,391009,141739,19.6750,8.0721,1
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,Other Hispanic,Male,Male,7,269152,112941,13.5433,5.0285,-
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,Other Hispanic,Female,Female,2,51276,37803,2.5801,1.8700,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,Other Hispanic,Total,,9,320428,119100,16.1235,5.1778,1
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,NonHispanic White,Male,Male,2,150588,117702,7.5774,5.4654,-
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,NonHispanic White,Female,Female,4,416008,236558,20.9329,11.0015,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,NonHispanic White,Total,,6,566597,253614,28.5103,10.7300,1
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,NonHispanic Black,Male,Male,11,251663,95388,12.6633,4.7632,-
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,NonHispanic Black,Female,Female,13,266163,107147,13.3929,4.9840,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,NonHispanic Black,Total,,24,517826,149900,26.0562,6.9244,1
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,NonHispanic Asian,Male,Male,6,112202,62388,5.6458,3.3324,-
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,NonHispanic Asian,Female,Female,2,40681,29465,2.0470,1.4984,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,NonHispanic Asian,Total,,8,152883,71941,7.6929,3.8708,1
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,2,38597,27299,1.9421,1.4247,-
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,2,38597,27299,1.9421,1.4247,1
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Total,,Male,Male,34,1023163,225044,51.4841,10.1106,-
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Total,,Female,Female,30,964176,245270,48.5159,10.1106,
Table 28 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,40-44,Total,,Total,,64,1987339,246428,100.0000,_,1
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Mexican American,Mexican American,Male,Male,8,271699,142484,8.8268,4.3906,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Mexican American,Mexican American,Female,Female,8,223779,106555,7.2700,3.1965,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Mexican American,Mexican American,Total,,16,495478,240976,16.0967,7.3115,1
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,Other Hispanic,Male,Male,3,103604,60265,3.3658,1.8190,-
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,Other Hispanic,Female,Female,4,83464,52365,2.7115,1.8338,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,Other Hispanic,Total,,7,187068,88294,6.0773,2.8865,1
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,NonHispanic White,Male,Male,10,799210,224181,25.9642,6.0863,-
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,NonHispanic White,Female,Female,8,802175,305331,26.0605,8.2109,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,NonHispanic White,Total,,18,1601385,403249,52.0246,8.8164,1
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,NonHispanic Black,Male,Male,10,247992,83494,8.0566,2.6428,-
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,NonHispanic Black,Female,Female,15,330749,137984,10.7451,4.8799,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,NonHispanic Black,Total,,25,578741,157948,18.8017,5.6538,1
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,NonHispanic Asian,Male,Male,3,62111,37063,2.0178,1.3135,-
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,NonHispanic Asian,Female,Female,5,129548,68567,4.2087,2.2801,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,NonHispanic Asian,Total,,8,191659,77943,6.2265,2.7590,1
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,1,23798,23798,0.7731,0.8151,-
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,1,23798,23798,0.7731,0.8151,1
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Total,,Male,Male,35,1508415,279885,49.0043,6.4465,-
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Total,,Female,Female,40,1569714,284163,50.9957,6.4465,
Table 29 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,45-49,Total,,Total,,75,3078129,400795,100.0000,_,1
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Mexican American,Mexican American,Male,Male,7,181250,85917,5.4123,2.3282,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Mexican American,Mexican American,Female,Female,12,187071,47373,5.5862,1.4377,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Mexican American,Mexican American,Total,,19,368320,90849,10.9985,2.2647,1
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,Other Hispanic,Male,Male,5,114411,53150,3.4165,1.4378,-
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,Other Hispanic,Female,Female,8,129931,55040,3.8799,1.5450,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,Other Hispanic,Total,,13,244342,78596,7.2964,1.9881,1
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,NonHispanic White,Male,Male,8,781387,289880,23.3332,7.3951,-
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,NonHispanic White,Female,Female,11,819296,271230,24.4652,7.1986,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,NonHispanic White,Total,,19,1600683,459839,47.7984,10.9619,1
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,NonHispanic Black,Male,Male,11,237467,109805,7.0911,3.2392,-
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,NonHispanic Black,Female,Female,17,432857,168930,12.9257,4.8300,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,NonHispanic Black,Total,,28,670324,247210,20.0167,7.1052,1
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,NonHispanic Asian,Male,Male,5,64751,23263,1.9336,0.7490,-
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,NonHispanic Asian,Female,Female,3,69705,51941,2.0815,1.6628,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,NonHispanic Asian,Total,,8,134457,56913,4.0150,1.9351,1
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,3,73426,44365,2.1926,1.1815,-
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,2,257269,242843,7.6824,7.6381,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,5,330694,246862,9.8750,7.7537,1
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Total,,Male,Male,39,1452692,351709,43.3792,7.1201,-
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Total,,Female,Female,53,1896129,221103,56.6208,7.1201,
Table 30 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,50-54,Total,,Total,,92,3348821,374202,100.0000,_,1
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Mexican American,Mexican American,Male,Male,7,186245,78754,4.0732,1.3270,
