Status,Risk,BMI,Age,Race,Sex,N,Population,Percent
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,NonHispanic Black,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,NonHispanic Asian,Male,1,21979,12.9383
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,NonHispanic Asian,Female,1,11685,6.879
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,NonHispanic Asian,,2,33664,19.8174
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,Other Race Including Multi Racial,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,Other Race Including Multi Racial,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,Other Race Including Multi Racial,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,,Male,2,158186,93.121
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,,Female,1,11685,6.879
Undiagnosed Prediabetes,Not at risk,Healthy,45-49,,,3,169871,100
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Mexican American,Male,1,28082,11.2123
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Mexican American,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Mexican American,,1,28082,11.2123
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Other Hispanic,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Other Hispanic,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Other Hispanic,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic White,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic White,Female,1,138099,55.1395
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic White,,1,138099,55.1395
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Black,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Black,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Black,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Asian,Male,1,16932,6.7605
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Asian,Female,3,67341,26.8876
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Asian,,4,84273,33.6482
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,,Male,2,45014,17.9729
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,,Female,4,205439,82.0271
Undiagnosed Prediabetes,Not at risk,Healthy,50-54,,,6,250453,100
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Mexican American,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Mexican American,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Mexican American,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Other Hispanic,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Other Hispanic,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Other Hispanic,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic White,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic White,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic White,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Black,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Black,Female,1,22658,32.4725
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Black,,1,22658,32.4725
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Asian,Male,2,35019,50.1863
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Asian,Female,1,12100,17.3412
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Asian,,3,47119,67.5275
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,,Male,2,35019,50.1863
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,,Female,2,34759,49.8137
Undiagnosed Prediabetes,Not at risk,Healthy,55-59,,,4,69777,100
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Mexican American,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Mexican American,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Mexican American,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Other Hispanic,Male,1,9119,2.7435
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Other Hispanic,Female,1,8215,2.4713
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Other Hispanic,,2,17334,5.2148
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic White,Male,1,160571,48.3065
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic White,Female,1,33111,9.9613
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic White,,2,193682,58.2678
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Black,Male,2,23024,6.9264
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Black,Female,2,45101,13.5684
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Black,,4,68125,20.4948
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Male,1,20580,6.1915
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Female,1,18524,5.5727
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Asian,,2,39104,11.7642
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Male,1,14155,4.2585
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,,1,14155,4.2585
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,,Male,6,227449,68.4264
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,,Female,5,104951,31.5736
Undiagnosed Prediabetes,Not at risk,Healthy,60-64,,,11,332400,100
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Mexican American,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Mexican American,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Mexican American,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Other Hispanic,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Other Hispanic,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Other Hispanic,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic White,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic White,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic White,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Black,Male,1,15515,19.2079
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Black,Female,1,20753,25.6924
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Black,,2,36268,44.9003
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Female,1,22944,28.4046
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Asian,,1,22944,28.4046
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Female,1,21563,26.6951
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,,1,21563,26.6951
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,,Male,1,15515,19.2079
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,,Female,3,65259,80.7921
Undiagnosed Prediabetes,Not at risk,Healthy,65-70,,,4,80774,100
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,Male,3,59836,11.0128
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,Female,7,321696,59.2085
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,,10,381532,70.2213
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Male,3,50324,9.2621
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Female,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,,3,50324,9.2621
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Male,1,20557,3.7835
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Female,2,41771,7.688
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,,3,62328,11.4715
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Female,1,49144,9.0451
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,,1,49144,9.0451
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,,Male,7,130716,24.0585
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,,Female,10,412612,75.9415
Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,,,17,543328,100
Healthy,At risk,Obese,Under 40,Mexican American,Male,164,4150603,7.6058
Healthy,At risk,Obese,Under 40,Mexican American,Female,177,4003442,7.3361
Healthy,At risk,Obese,Under 40,Mexican American,,341,8154045,14.9419
Healthy,At risk,Obese,Under 40,Other Hispanic,Male,97,2772517,5.0805
Healthy,At risk,Obese,Under 40,Other Hispanic,Female,90,2166904,3.9707
Healthy,At risk,Obese,Under 40,Other Hispanic,,187,4939421,9.0513
Healthy,At risk,Obese,Under 40,NonHispanic White,Male,192,15127042,27.7196
Healthy,At risk,Obese,Under 40,NonHispanic White,Female,210,14861380,27.2328
Healthy,At risk,Obese,Under 40,NonHispanic White,,402,29988422,54.9524
Healthy,At risk,Obese,Under 40,NonHispanic Black,Male,111,2478827,4.5423
Healthy,At risk,Obese,Under 40,NonHispanic Black,Female,167,3765695,6.9005
Healthy,At risk,Obese,Under 40,NonHispanic Black,,278,6244522,11.4428
Healthy,At risk,Obese,Under 40,NonHispanic Asian,Male,67,1294276,2.3717
Healthy,At risk,Obese,Under 40,NonHispanic Asian,Female,48,960291,1.7597
Healthy,At risk,Obese,Under 40,NonHispanic Asian,,115,2254567,4.1314
Healthy,At risk,Obese,Under 40,Other Race Including Multi Racial,Male,38,1449705,2.6565
Healthy,At risk,Obese,Under 40,Other Race Including Multi Racial,Female,44,1540981,2.8238
Healthy,At risk,Obese,Under 40,Other Race Including Multi Racial,,82,2990686,5.4803
Healthy,At risk,Obese,Under 40,,Male,669,27272970,49.9764
Healthy,At risk,Obese,Under 40,,Female,736,27298693,50.0236
Healthy,At risk,Obese,Under 40,,,1405,54571663,100
Healthy,At risk,Obese,40-44,Mexican American,Male,4,153656,1.8525
Healthy,At risk,Obese,40-44,Mexican American,Female,27,618315,7.4544
Healthy,At risk,Obese,40-44,Mexican American,,31,771971,9.3069
Healthy,At risk,Obese,40-44,Other Hispanic,Male,12,399686,4.8186
Healthy,At risk,Obese,40-44,Other Hispanic,Female,11,253293,3.0537
Healthy,At risk,Obese,40-44,Other Hispanic,,23,652979,7.8723
Healthy,At risk,Obese,40-44,NonHispanic White,Male,34,3411986,41.1349
Healthy,At risk,Obese,40-44,NonHispanic White,Female,23,1833681,22.1069
Healthy,At risk,Obese,40-44,NonHispanic White,,57,5245667,63.2418
Healthy,At risk,Obese,40-44,NonHispanic Black,Male,23,557440,6.7205
Healthy,At risk,Obese,40-44,NonHispanic Black,Female,25,544152,6.5603
Healthy,At risk,Obese,40-44,NonHispanic Black,,48,1101591,13.2808
Healthy,At risk,Obese,40-44,NonHispanic Asian,Male,9,187693,2.2628
Healthy,At risk,Obese,40-44,NonHispanic Asian,Female,7,155765,1.8779
Healthy,At risk,Obese,40-44,NonHispanic Asian,,16,343458,4.1407
Healthy,At risk,Obese,40-44,Other Race Including Multi Racial,Male,1,103087,1.2428
Healthy,At risk,Obese,40-44,Other Race Including Multi Racial,Female,2,75869,0.9147
Healthy,At risk,Obese,40-44,Other Race Including Multi Racial,,3,178956,2.1575
Healthy,At risk,Obese,40-44,,Male,83,4813548,58.0321
Healthy,At risk,Obese,40-44,,Female,95,3481075,41.9679
Healthy,At risk,Obese,40-44,,,178,8294623,100
Healthy,At risk,Obese,45-49,Mexican American,Male,8,275731,2.8411
Healthy,At risk,Obese,45-49,Mexican American,Female,14,323768,3.3361
Healthy,At risk,Obese,45-49,Mexican American,,22,599498,6.1772
Healthy,At risk,Obese,45-49,Other Hispanic,Male,11,376949,3.8841
Healthy,At risk,Obese,45-49,Other Hispanic,Female,20,434424,4.4763
Healthy,At risk,Obese,45-49,Other Hispanic,,31,811373,8.3604
Healthy,At risk,Obese,45-49,NonHispanic White,Male,34,4030472,41.5301
Healthy,At risk,Obese,45-49,NonHispanic White,Female,34,2978796,30.6936
Healthy,At risk,Obese,45-49,NonHispanic White,,68,7009268,72.2237
Healthy,At risk,Obese,45-49,NonHispanic Black,Male,10,252120,2.5979
Healthy,At risk,Obese,45-49,NonHispanic Black,Female,26,596190,6.1432
Healthy,At risk,Obese,45-49,NonHispanic Black,,36,848310,8.741
Healthy,At risk,Obese,45-49,NonHispanic Asian,Male,11,213200,2.1968
Healthy,At risk,Obese,45-49,NonHispanic Asian,Female,5,108621,1.1192
Healthy,At risk,Obese,45-49,NonHispanic Asian,,16,321821,3.3161
Healthy,At risk,Obese,45-49,Other Race Including Multi Racial,Male,2,72435,0.7464
Healthy,At risk,Obese,45-49,Other Race Including Multi Racial,Female,2,42233,0.4352
Healthy,At risk,Obese,45-49,Other Race Including Multi Racial,,4,114668,1.1815
Healthy,At risk,Obese,45-49,,Male,76,5220906,53.7964
Healthy,At risk,Obese,45-49,,Female,101,4484032,46.2036
Healthy,At risk,Obese,45-49,,,177,9704938,100
Healthy,At risk,Obese,50-54,Mexican American,Male,15,442402,5.5471
Healthy,At risk,Obese,50-54,Mexican American,Female,11,179561,2.2514
Healthy,At risk,Obese,50-54,Mexican American,,26,621963,7.7985
Healthy,At risk,Obese,50-54,Other Hispanic,Male,12,277555,3.4801
Healthy,At risk,Obese,50-54,Other Hispanic,Female,14,267761,3.3573
Healthy,At risk,Obese,50-54,Other Hispanic,,26,545316,6.8375
Healthy,At risk,Obese,50-54,NonHispanic White,Male,27,2814580,35.2908
Healthy,At risk,Obese,50-54,NonHispanic White,Female,25,3064747,38.4275
Healthy,At risk,Obese,50-54,NonHispanic White,,52,5879328,73.7183
Healthy,At risk,Obese,50-54,NonHispanic Black,Male,11,269287,3.3765
Healthy,At risk,Obese,50-54,NonHispanic Black,Female,15,392390,4.92
Healthy,At risk,Obese,50-54,NonHispanic Black,,26,661677,8.2965
Healthy,At risk,Obese,50-54,NonHispanic Asian,Male,1,11067,0.1388
Healthy,At risk,Obese,50-54,NonHispanic Asian,Female,5,103804,1.3015
Healthy,At risk,Obese,50-54,NonHispanic Asian,,6,114871,1.4403
Healthy,At risk,Obese,50-54,Other Race Including Multi Racial,Male,3,107718,1.3506
Healthy,At risk,Obese,50-54,Other Race Including Multi Racial,Female,1,44522,0.5582
Healthy,At risk,Obese,50-54,Other Race Including Multi Racial,,4,152240,1.9089
Healthy,At risk,Obese,50-54,,Male,69,3922609,49.1839
Healthy,At risk,Obese,50-54,,Female,71,4052785,50.8161
Healthy,At risk,Obese,50-54,,,140,7975394,100
Healthy,At risk,Obese,55-59,Mexican American,Male,8,193868,3.8412
Healthy,At risk,Obese,55-59,Mexican American,Female,9,163134,3.2322
Healthy,At risk,Obese,55-59,Mexican American,,17,357002,7.0734
Healthy,At risk,Obese,55-59,Other Hispanic,Male,2,41576,0.8238
Healthy,At risk,Obese,55-59,Other Hispanic,Female,5,98976,1.961
Healthy,At risk,Obese,55-59,Other Hispanic,,7,140553,2.7848
Healthy,At risk,Obese,55-59,NonHispanic White,Male,18,1725292,34.1837
Healthy,At risk,Obese,55-59,NonHispanic White,Female,20,2341345,46.3898
Healthy,At risk,Obese,55-59,NonHispanic White,,38,4066637,80.5735
Healthy,At risk,Obese,55-59,NonHispanic Black,Male,3,71975,1.4261
Healthy,At risk,Obese,55-59,NonHispanic Black,Female,10,276103,5.4705
Healthy,At risk,Obese,55-59,NonHispanic Black,,13,348078,6.8966
Healthy,At risk,Obese,55-59,NonHispanic Asian,Male,2,31964,0.6333
Healthy,At risk,Obese,55-59,NonHispanic Asian,Female,2,38129,0.7555
Healthy,At risk,Obese,55-59,NonHispanic Asian,,4,70093,1.3888
Healthy,At risk,Obese,55-59,Other Race Including Multi Racial,Male,2,64751,1.2829
Healthy,At risk,Obese,55-59,Other Race Including Multi Racial,Female,0,,
Healthy,At risk,Obese,55-59,Other Race Including Multi Racial,,2,64751,1.2829
Healthy,At risk,Obese,55-59,,Male,35,2129426,42.191
Healthy,At risk,Obese,55-59,,Female,46,2917687,57.809
Healthy,At risk,Obese,55-59,,,81,5047113,100
Healthy,At risk,Obese,60-64,Mexican American,Male,10,87482,1.9447
Healthy,At risk,Obese,60-64,Mexican American,Female,9,94980,2.1114
Healthy,At risk,Obese,60-64,Mexican American,,19,182462,4.056
Healthy,At risk,Obese,60-64,Other Hispanic,Male,10,85197,1.8939
Healthy,At risk,Obese,60-64,Other Hispanic,Female,14,109286,2.4294
Healthy,At risk,Obese,60-64,Other Hispanic,,24,194483,4.3233
Healthy,At risk,Obese,60-64,NonHispanic White,Male,19,2157189,47.9533
Healthy,At risk,Obese,60-64,NonHispanic White,Female,12,1369475,30.4428
Healthy,At risk,Obese,60-64,NonHispanic White,,31,3526664,78.3961
Healthy,At risk,Obese,60-64,NonHispanic Black,Male,9,119058,2.6466
Healthy,At risk,Obese,60-64,NonHispanic Black,Female,10,199342,4.4313
Healthy,At risk,Obese,60-64,NonHispanic Black,,19,318400,7.0779
Healthy,At risk,Obese,60-64,NonHispanic Asian,Male,1,23284,0.5176
Healthy,At risk,Obese,60-64,NonHispanic Asian,Female,4,92203,2.0496
Healthy,At risk,Obese,60-64,NonHispanic Asian,,5,115487,2.5672
Healthy,At risk,Obese,60-64,Other Race Including Multi Racial,Male,1,161025,3.5795
Healthy,At risk,Obese,60-64,Other Race Including Multi Racial,Female,0,,
Healthy,At risk,Obese,60-64,Other Race Including Multi Racial,,1,161025,3.5795
Healthy,At risk,Obese,60-64,,Male,50,2633233,58.5355
Healthy,At risk,Obese,60-64,,Female,49,1865287,41.4645
Healthy,At risk,Obese,60-64,,,99,4498520,100
Healthy,Not at risk,Obese,65-70,Mexican American,Male,9,86801,1.4705
Healthy,Not at risk,Obese,65-70,Mexican American,Female,10,108817,1.8435
Healthy,Not at risk,Obese,65-70,Mexican American,,19,195618,3.3141
Healthy,Not at risk,Obese,65-70,Other Hispanic,Male,8,68931,1.1678
Healthy,Not at risk,Obese,65-70,Other Hispanic,Female,10,80275,1.36
Healthy,Not at risk,Obese,65-70,Other Hispanic,,18,149206,2.5278
Healthy,Not at risk,Obese,65-70,NonHispanic White,Male,27,2900910,49.1462
Healthy,Not at risk,Obese,65-70,NonHispanic White,Female,20,2194562,37.1795
Healthy,Not at risk,Obese,65-70,NonHispanic White,,47,5095472,86.3257
Healthy,Not at risk,Obese,65-70,NonHispanic Black,Male,12,149828,2.5383
Healthy,Not at risk,Obese,65-70,NonHispanic Black,Female,6,111870,1.8953
Healthy,Not at risk,Obese,65-70,NonHispanic Black,,18,261698,4.4336
Healthy,Not at risk,Obese,65-70,NonHispanic Asian,Male,0,,
Healthy,Not at risk,Obese,65-70,NonHispanic Asian,Female,1,25082,0.4249
Healthy,Not at risk,Obese,65-70,NonHispanic Asian,,1,25082,0.4249
Healthy,Not at risk,Obese,65-70,Other Race Including Multi Racial,Male,1,15275,0.2588
Healthy,Not at risk,Obese,65-70,Other Race Including Multi Racial,Female,2,160260,2.7151
Healthy,Not at risk,Obese,65-70,Other Race Including Multi Racial,,3,175535,2.9739
Healthy,Not at risk,Obese,65-70,,Male,57,3221745,54.5817
Healthy,Not at risk,Obese,65-70,,Female,49,2680864,45.4183
Healthy,Not at risk,Obese,65-70,,,106,5902610,100
Healthy,Not at risk,Obese,Over 70,Mexican American,Male,8,86737,1.3015
Healthy,Not at risk,Obese,Over 70,Mexican American,Female,10,122095,1.8321
Healthy,Not at risk,Obese,Over 70,Mexican American,,18,208832,3.1336
Healthy,Not at risk,Obese,Over 70,Other Hispanic,Male,5,48083,0.7215
Healthy,Not at risk,Obese,Over 70,Other Hispanic,Female,6,63936,0.9594
Healthy,Not at risk,Obese,Over 70,Other Hispanic,,11,112019,1.6809
Healthy,Not at risk,Obese,Over 70,NonHispanic White,Male,64,2721498,40.837
Healthy,Not at risk,Obese,Over 70,NonHispanic White,Female,47,3077345,46.1766
Healthy,Not at risk,Obese,Over 70,NonHispanic White,,111,5798843,87.0135
Healthy,Not at risk,Obese,Over 70,NonHispanic Black,Male,9,127076,1.9068
Healthy,Not at risk,Obese,Over 70,NonHispanic Black,Female,13,248277,3.7255
Healthy,Not at risk,Obese,Over 70,NonHispanic Black,,22,375353,5.6323
Healthy,Not at risk,Obese,Over 70,NonHispanic Asian,Male,0,,
Healthy,Not at risk,Obese,Over 70,NonHispanic Asian,Female,2,46315,0.695
Healthy,Not at risk,Obese,Over 70,NonHispanic Asian,,2,46315,0.695
Healthy,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Male,2,80881,1.2136
Healthy,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Female,2,42056,0.6311
Healthy,Not at risk,Obese,Over 70,Other Race Including Multi Racial,,4,122937,1.8447
Healthy,Not at risk,Obese,Over 70,,Male,88,3064275,45.9805
Healthy,Not at risk,Obese,Over 70,,Female,80,3600024,54.0195
Healthy,Not at risk,Obese,Over 70,,,168,6664299,100
Healthy,Not at risk,Overwweight,Under 40,Mexican American,Male,88,1818211,5.5992
Healthy,Not at risk,Overwweight,Under 40,Mexican American,Female,88,1611514,4.9627
Healthy,Not at risk,Overwweight,Under 40,Mexican American,,176,3429725,10.5619
Healthy,Not at risk,Overwweight,Under 40,Other Hispanic,Male,53,1099982,3.3874
Healthy,Not at risk,Overwweight,Under 40,Other Hispanic,Female,64,1306048,4.022
Healthy,Not at risk,Overwweight,Under 40,Other Hispanic,,117,2406030,7.4094
Healthy,Not at risk,Overwweight,Under 40,NonHispanic White,Male,150,9557645,29.433
Healthy,Not at risk,Overwweight,Under 40,NonHispanic White,Female,138,9557966,29.434
Healthy,Not at risk,Overwweight,Under 40,NonHispanic White,,288,19115611,58.8669
Healthy,Not at risk,Overwweight,Under 40,NonHispanic Black,Male,91,1906189,5.8701
Healthy,Not at risk,Overwweight,Under 40,NonHispanic Black,Female,102,2036820,6.2724
Healthy,Not at risk,Overwweight,Under 40,NonHispanic Black,,193,3943009,12.1426
Healthy,Not at risk,Overwweight,Under 40,NonHispanic Asian,Male,81,1391236,4.2843
Healthy,Not at risk,Overwweight,Under 40,NonHispanic Asian,Female,47,928119,2.8582
Healthy,Not at risk,Overwweight,Under 40,NonHispanic Asian,,128,2319355,7.1425
Healthy,Not at risk,Overwweight,Under 40,Other Race Including Multi Racial,Male,30,687760,2.118
Healthy,Not at risk,Overwweight,Under 40,Other Race Including Multi Racial,Female,24,571096,1.7587
Healthy,Not at risk,Overwweight,Under 40,Other Race Including Multi Racial,,54,1258856,3.8767
Healthy,Not at risk,Overwweight,Under 40,,Male,493,16461024,50.6921
Healthy,Not at risk,Overwweight,Under 40,,Female,463,16011562,49.3079
Healthy,Not at risk,Overwweight,Under 40,,,956,32472586,100
Healthy,Not at risk,Overwweight,40-44,Mexican American,Male,4,116662,3.3171
Healthy,Not at risk,Overwweight,40-44,Mexican American,Female,8,203113,5.7752
Healthy,Not at risk,Overwweight,40-44,Mexican American,,12,319775,9.0922
Healthy,Not at risk,Overwweight,40-44,Other Hispanic,Male,0,,
Healthy,Not at risk,Overwweight,40-44,Other Hispanic,Female,8,184571,5.2479
Healthy,Not at risk,Overwweight,40-44,Other Hispanic,,8,184571,5.2479
Healthy,Not at risk,Overwweight,40-44,NonHispanic White,Male,8,761706,21.6577
Healthy,Not at risk,Overwweight,40-44,NonHispanic White,Female,12,1401867,39.8596
Healthy,Not at risk,Overwweight,40-44,NonHispanic White,,20,2163572,61.5173
Healthy,Not at risk,Overwweight,40-44,NonHispanic Black,Male,4,105873,3.0103
Healthy,Not at risk,Overwweight,40-44,NonHispanic Black,Female,5,121061,3.4421
Healthy,Not at risk,Overwweight,40-44,NonHispanic Black,,9,226934,6.4525
Healthy,Not at risk,Overwweight,40-44,NonHispanic Asian,Male,6,93380,2.6551
Healthy,Not at risk,Overwweight,40-44,NonHispanic Asian,Female,17,387216,11.0098
Healthy,Not at risk,Overwweight,40-44,NonHispanic Asian,,23,480596,13.6649
Healthy,Not at risk,Overwweight,40-44,Other Race Including Multi Racial,Male,2,42697,1.214
Healthy,Not at risk,Overwweight,40-44,Other Race Including Multi Racial,Female,2,98870,2.8112
Healthy,Not at risk,Overwweight,40-44,Other Race Including Multi Racial,,4,141568,4.0252
Healthy,Not at risk,Overwweight,40-44,,Male,24,1120318,31.8542
Healthy,Not at risk,Overwweight,40-44,,Female,52,2396697,68.1458
Healthy,Not at risk,Overwweight,40-44,,,76,3517015,100
Healthy,Not at risk,Overwweight,45-49,Mexican American,Male,2,86299,2.3187
Healthy,Not at risk,Overwweight,45-49,Mexican American,Female,2,35025,0.9411
Healthy,Not at risk,Overwweight,45-49,Mexican American,,4,121324,3.2598
Healthy,Not at risk,Overwweight,45-49,Other Hispanic,Male,3,101029,2.7145
Healthy,Not at risk,Overwweight,45-49,Other Hispanic,Female,2,29716,0.7984
Healthy,Not at risk,Overwweight,45-49,Other Hispanic,,5,130744,3.5129
Healthy,Not at risk,Overwweight,45-49,NonHispanic White,Male,7,670709,18.0211
Healthy,Not at risk,Overwweight,45-49,NonHispanic White,Female,15,1699364,45.6597
Healthy,Not at risk,Overwweight,45-49,NonHispanic White,,22,2370074,63.6807
Healthy,Not at risk,Overwweight,45-49,NonHispanic Black,Male,5,105054,2.8227
Healthy,Not at risk,Overwweight,45-49,NonHispanic Black,Female,9,211840,5.6918
